event_id_cnty,event_date,event_type,sub_event_type,civilian_targeting,admin1,latitude,longitude,fatalities,population_1km,population_2km,population_5km,population_best
VEN24090,2019-04-24,Violence against civilians,Attack,Civilian targeting,Bolivar,8.0162,-62.4056,3,27306.0,67307.0,130058.0,130058.0
VEN24091,2019-04-25,Battles,Armed clash,,Bolivar,7.3471,-61.8268,1,13096.0,27076.0,39032.0,39032.0
VEN24092,2019-05-07,Battles,Armed clash,,Bolivar,7.6350,-66.1682,1,6210.0,16313.0,24508.0,24508.0
VEN24093,2019-05-13,Battles,Armed clash,,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24094,2019-06-03,Battles,Armed clash,,Bolivar,7.3471,-61.8268,2,13096.0,27076.0,39032.0,39032.0
VEN24095,2019-06-06,Battles,Armed clash,,Bolivar,7.3471,-61.8268,1,13096.0,27076.0,39032.0,39032.0
VEN24096,2019-06-16,Battles,Armed clash,,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24097,2019-06-16,Battles,Armed clash,,Bolivar,8.2950,-62.7191,3,14266.0,76068.0,185799.0,185799.0
VEN24098,2019-06-22,Battles,Armed clash,,Bolivar,7.3471,-61.8268,3,13096.0,27076.0,39032.0,39032.0
VEN24099,2019-04-13,Battles,Armed clash,,Falcon,11.6915,-70.1992,4,21990.0,64092.0,180956.0,180956.0
VEN24100,2019-04-27,Battles,Armed clash,,Falcon,11.6915,-70.1992,2,21990.0,64092.0,180956.0,180956.0
VEN24101,2019-05-25,Battles,Armed clash,,Falcon,11.6915,-70.1992,2,21990.0,64092.0,180956.0,180956.0
VEN24102,2019-06-17,Battles,Armed clash,,Tachira,8.3661,-72.3950,12,649.0,1311.0,1549.0,1549.0
VEN24103,2019-04-05,Battles,Armed clash,,Zulia,10.5545,-71.7061,2,301.0,5378.0,44555.0,44555.0
VEN24104,2019-04-16,Battles,Armed clash,,Zulia,10.6666,-71.6125,2,16917.0,142350.0,546104.0,546104.0
VEN24105,2019-05-08,Battles,Armed clash,,Zulia,10.6374,-71.8331,2,2177.0,27105.0,68153.0,68153.0
VEN24106,2019-05-11,Battles,Armed clash,,Zulia,10.6374,-71.8331,2,2177.0,27105.0,68153.0,68153.0
VEN24107,2019-05-14,Battles,Armed clash,,Zulia,10.6666,-71.6125,5,16917.0,142350.0,546104.0,546104.0
VEN24108,2019-04-21,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24109,2019-05-05,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
